@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
88,'2019/05/12 08:41:17:913',2,513.367859,320.351807,56.294048,433.389801,319.663208,69.929611,396.664917,316.65918,71.436546,365.063843,316.968628,68.915077,337.217377,318.020508,63.425636,0,0,74.609566,179.143951,1.999001,-5.573893,?,?,?,?,?,?,1,?,1
89,'2019/05/12 08:41:17:966',2,513.216064,320.214722,56.303955,433.473785,319.414856,69.951401,396.737396,316.384003,71.464447,365.07843,316.737122,68.951942,337.230164,317.772491,63.467796,0,0,73.855652,179.189651,2.089523,-5.474276,?,?,?,?,?,?,1,?,1
90,'2019/05/12 08:41:18:013',2,513.171814,320.154907,56.315601,433.439514,319.32489,69.957214,396.708038,316.289429,71.469391,364.945343,316.688568,68.957207,337.214813,317.68158,63.471584,0,0,72.999191,179.196381,2.105391,-5.483553,?,?,?,?,?,?,1,?,1
91,'2019/05/12 08:41:18:064',2,513.095886,320.078369,56.319649,433.376984,319.223083,69.960266,396.611969,316.218384,71.474457,364.803864,316.598206,68.961334,337.171051,317.58374,63.476952,0,0,70.889633,179.18811,2.145826,-5.469839,?,?,?,?,?,?,1,?,1
92,'2019/05/12 08:41:18:114',2,513.052734,320.060608,56.321819,433.335266,319.213226,69.963409,396.594971,316.176147,71.477936,364.691284,316.580811,68.965843,337.149048,317.546631,63.482338,0,0,69.341217,179.180969,2.166376,-5.453712,?,?,?,?,?,?,1,?,1
93,'2019/05/12 08:41:18:163',2,512.987793,320.030396,56.332447,433.244324,319.18335,69.97052,396.454498,316.181305,71.486221,364.536743,316.608704,68.975113,337.05896,317.523865,63.48912,0,0,66.460434,179.154816,2.1797,-5.453177,?,?,?,?,?,?,1,?,1
94,'2019/05/12 08:41:18:216',2,512.866882,320.033325,56.338673,433.171204,319.160461,69.970108,396.287506,316.208923,71.487343,364.436768,316.589722,68.974739,336.995819,317.48822,63.487988,0,0,64.320335,179.135956,2.187587,-5.452201,?,?,?,?,?,?,1,?,1
95,'2019/05/12 08:41:18:263',2,512.772034,320.026947,56.33728,433.123505,319.154724,69.96669,396.19458,316.212128,71.48436,364.348877,316.571625,68.970871,336.951691,317.46814,63.484745,0,0,63.131325,179.123505,2.194754,-5.447359,?,?,?,?,?,?,1,?,1
96,'2019/05/12 08:41:18:312',2,512.697571,319.98233,56.353794,433.108063,319.080963,69.980507,396.094238,316.166992,71.499222,364.301544,316.492493,68.985306,336.909607,317.398529,63.499954,0,0,61.745258,179.119003,2.210916,-5.4389,?,?,?,?,?,?,1,?,1
97,'2019/05/12 08:41:18:362',2,512.635071,319.972656,56.365032,433.034241,319.045593,69.985184,396.002991,316.148865,71.503281,364.216736,316.443054,68.986435,336.861328,317.354309,63.500496,0,0,61.102943,179.121094,2.217255,-5.457284,?,?,?,?,?,?,1,?,1
98,'2019/05/12 08:41:18:412',2,512.564209,319.959625,56.379177,433.017303,319.005646,69.99614,395.97522,316.088379,71.513924,364.196808,316.374542,68.997101,336.840546,317.304993,63.512249,0,0,60.504169,179.107971,2.237916,-5.448581,?,?,?,?,?,?,1,?,1
99,'2019/05/12 08:44:46:984',3,286.760712,354.517181,52.383026,352.300018,345.697205,67.751976,386.246094,348.106384,70.165565,419.939758,350.437592,68.424133,460.238861,351.778992,63.788052,0,0,208.135742,3.071146,8.392182,-4.680693,?,?,?,?,?,0,?,?,?
100,'2019/05/12 08:44:47:033',3,286.733154,354.512726,52.370605,352.256104,345.73822,67.741577,386.203156,348.149902,70.154816,419.881012,350.532959,68.412079,460.221436,351.834473,63.777199,0,0,208.484146,3.102654,8.38347,-4.67366,?,?,?,?,?,0,?,?,?
101,'2019/05/12 08:44:47:082',3,286.731659,354.50946,52.365288,352.233429,345.771667,67.73671,386.186951,348.187775,70.149437,419.813293,350.620605,68.404816,460.228394,351.88092,63.77142,0,0,208.994278,3.128383,8.38389,-4.663986,?,?,?,?,?,0,?,?,?
102,'2019/05/12 08:44:47:132',3,286.729858,354.516602,52.36092,352.210266,345.799988,67.733337,386.174835,348.225525,70.146111,419.767578,350.685822,68.400665,460.187775,351.940979,63.768562,0,0,209.95575,3.143684,8.389448,-4.663319,?,?,?,?,?,0,?,?,?
103,'2019/05/12 08:44:47:182',3,286.707428,354.524902,52.359989,352.156952,345.896118,67.740021,386.11908,348.326202,70.153625,419.647888,350.810852,68.407883,460.134003,352.03479,63.779297,0,0,211.542572,3.166763,8.366842,-4.679221,?,?,?,?,?,0,?,?,?
104,'2019/05/12 08:44:47:233',3,286.674622,354.572418,52.374771,352.071777,346.088806,67.768547,385.993164,348.533203,70.184471,419.503052,351.021362,68.44101,460.053101,352.209839,63.817772,0,0,213.496948,3.209569,8.304911,-4.72208,?,?,?,?,?,0,?,?,?
105,'2019/05/12 08:44:47:282',3,286.6185,354.596985,52.379093,352.068268,346.262695,67.782028,385.974548,348.64209,70.198463,419.457336,351.138062,68.454788,460.040771,352.306824,63.833,0,0,215.281769,3.224504,8.277148,-4.728538,?,?,?,?,?,0,?,?,?
106,'2019/05/12 08:44:47:333',3,286.510315,354.658142,52.381916,352.040863,346.384949,67.788437,385.926544,348.791016,70.202965,419.350342,351.330353,68.456833,460.005951,352.456665,63.836136,0,0,216.238174,3.254305,8.293261,-4.707465,?,?,?,?,?,0,?,?,?
107,'2019/05/12 08:44:47:381',3,286.431519,354.743622,52.385468,351.953857,346.526245,67.792961,385.841858,349.003784,70.206398,419.204742,351.554077,68.459351,459.880249,352.69574,63.840569,0,0,218.602829,3.301882,8.296861,-4.701214,?,?,?,?,?,0,?,?,?
108,'2019/05/12 08:44:47:432',3,286.43219,354.860168,52.378902,351.87085,346.716064,67.792152,385.76886,349.293213,70.206589,419.105957,351.784668,68.46283,459.817566,352.953094,63.848289,0,0,221.74585,3.364107,8.307334,-4.727708,?,?,?,?,?,0,?,?,?
109,'2019/05/12 08:44:47:483',3,286.496002,354.919983,52.375038,351.854431,346.828796,67.794205,385.742676,349.455078,70.210533,419.060272,351.943115,68.469193,459.744537,353.166473,63.858219,0,0,223.693237,3.41012,8.303558,-4.759643,?,?,?,?,?,0,?,?,?
110,'2019/05/12 08:44:47:531',3,286.607666,355.018555,52.373981,351.900116,347.010071,67.798569,385.777161,349.682281,70.216423,419.087952,352.180237,68.477333,459.747009,353.471802,63.869766,0,0,226.679047,3.481426,8.299558,-4.785116,?,?,?,?,?,0,?,?,?
111,'2019/05/12 08:44:47:581',3,286.862885,355.186523,52.376183,351.932465,347.334229,67.820282,385.803406,350.036499,70.246094,419.106628,352.555634,68.514557,459.754089,353.935669,63.917076,0,0,230.584229,3.587892,8.257596,-4.892137,?,?,?,?,?,0,?,?,?
112,'2019/05/12 08:44:47:632',3,286.965485,355.351074,52.369873,351.987488,347.55603,67.827545,385.852997,350.313995,70.25705,419.18338,352.83429,68.529953,459.705841,354.308289,63.936874,0,0,233.939972,3.65445,8.246444,-4.94838,?,?,?,?,?,0,?,?,?
113,'2019/05/12 08:44:47:681',3,287.109344,355.63028,52.360371,352.168579,348.009888,67.833061,386.027832,350.765137,70.265427,419.434326,353.296387,68.543076,459.781647,354.801453,63.954819,0,0,240.748978,3.763665,8.252405,-4.991959,?,?,?,?,?,0,?,?,?
114,'2019/05/12 08:44:47:731',3,287.155579,355.87207,52.352104,352.281403,348.443787,67.840485,386.03006,351.240234,70.273041,419.544678,353.763275,68.555168,459.751282,355.341492,63.970078,0,0,246.440674,3.881375,8.200242,-5.027941,?,?,?,?,?,0,?,?,?
115,'2019/05/12 08:44:47:781',3,287.183044,356.059387,52.338989,352.404358,348.719666,67.837105,386.087158,351.514404,70.269417,419.635101,354.055786,68.552727,459.805969,355.632019,63.969727,0,0,249.270935,3.948345,8.161604,-5.040601,?,?,?,?,?,0,?,?,?
116,'2019/05/12 08:44:47:831',3,287.347961,356.326416,52.321167,352.695007,349.101929,67.815506,386.36264,351.871155,70.245514,419.932068,354.434692,68.527901,460.032867,355.999939,63.944397,0,0,252.720871,4.037825,8.201882,-5.007276,?,?,?,?,?,0,?,?,?
117,'2019/05/12 08:44:47:881',3,287.434082,356.491821,52.314274,352.820801,349.310852,67.808258,386.468781,352.129456,70.236076,420.072815,354.640686,68.519745,460.121948,356.208282,63.936085,0,0,254.360611,4.056909,8.212018,-5.000913,?,?,?,?,?,0,?,?,?
118,'2019/05/12 08:44:47:931',3,287.460785,356.603516,52.307682,352.885345,349.465088,67.801712,386.509918,352.280762,70.228477,420.131012,354.788422,68.512177,460.163635,356.351807,63.928749,0,0,255.346634,4.05901,8.222069,-4.997866,?,?,?,?,?,0,?,?,?
119,'2019/05/12 08:44:47:981',3,287.460144,356.655823,52.304531,352.907837,349.552277,67.800125,386.537659,352.349976,70.226593,420.162231,354.855255,68.510132,460.176086,356.415466,63.926544,0,0,255.847961,4.049492,8.218292,-4.99739,?,?,?,?,?,0,?,?,?
120,'2019/05/12 08:44:48:030',3,287.460968,356.724884,52.302765,352.942261,349.697845,67.804306,386.548767,352.480774,70.230278,420.18808,354.951172,68.514626,460.190063,356.496155,63.931747,0,0,256.609955,4.028273,8.201639,-5.006608,?,?,?,?,?,0,?,?,?
121,'2019/05/12 08:44:48:080',3,287.41922,356.808289,52.303402,352.954102,349.831238,67.80648,386.55011,352.592163,70.230804,420.205017,355.035339,68.514542,460.207153,356.558838,63.93095,0,0,257.139404,3.990814,8.197498,-4.997429,?,?,?,?,?,0,?,?,?
122,'2019/05/12 08:44:48:131',3,287.37384,356.849152,52.300911,352.934265,349.882751,67.808197,386.550812,352.657349,70.232292,420.193939,355.088013,68.515877,460.2005,356.591034,63.932678,0,0,256.995636,3.969289,8.195261,-5.00013,?,?,?,?,?,0,?,?,?
123,'2019/05/12 08:44:48:180',3,287.273834,356.948822,52.294811,352.833588,350.006744,67.806763,386.487762,352.794312,70.230988,420.116211,355.199707,68.51503,460.154205,356.675507,63.933392,0,0,257.397888,3.937302,8.194676,-5.011732,?,?,?,?,?,0,?,?,?
124,'2019/05/12 08:44:48:230',3,287.190948,357.069885,52.286396,352.737427,350.205627,67.798729,386.414825,352.928284,70.223587,420.032501,355.301422,68.508003,460.080017,356.760773,63.927078,0,0,258.646912,3.899756,8.197369,-5.020289,?,?,?,?,?,0,?,?,?
125,'2019/05/12 08:44:48:280',3,287.144775,357.191345,52.271049,352.645874,350.372498,67.788292,386.325806,353.129364,70.213135,419.979767,355.445984,68.499901,460.02832,356.884888,63.920731,0,0,259.277893,3.875444,8.183002,-5.041696,?,?,?,?,?,0,?,?,?
126,'2019/05/12 08:44:48:330',3,287.108276,357.305115,52.257423,352.553345,350.509247,67.779488,386.246033,353.317139,70.204826,419.89563,355.569122,68.4944,459.980011,356.999237,63.917747,0,0,259.906311,3.859488,8.173577,-5.069726,?,?,?,?,?,0,?,?,?
127,'2019/05/12 08:44:48:380',3,287.140198,357.472961,52.228184,352.423828,350.748474,67.764755,386.08136,353.660797,70.192307,419.782532,355.763916,68.490677,459.938812,357.192566,63.920856,0,0,261.267273,3.840518,8.140514,-5.152509,?,?,?,?,?,0,?,?,?
128,'2019/05/12 08:44:48:429',3,287.215515,357.599884,52.202599,352.311829,350.943726,67.753601,385.978241,353.88266,70.186539,419.724762,355.982788,68.490959,459.878998,357.353546,63.928875,0,0,261.716187,3.834309,8.098099,-5.241733,?,?,?,?,?,0,?,?,?
129,'2019/05/12 08:44:48:482',3,287.26239,357.676117,52.187744,352.254639,351.058716,67.745117,385.956726,354.027466,70.180389,419.69455,356.101746,68.487755,459.869049,357.443481,63.929424,0,0,261.903534,3.831752,8.067012,-5.283141,?,?,?,?,?,0,?,?,?
130,'2019/05/12 08:44:48:529',3,287.32843,357.777649,52.165356,352.178406,351.246094,67.73217,385.9375,354.236084,70.17128,419.632813,356.254822,68.483002,459.827026,357.57962,63.92934,0,0,262.33371,3.830848,8.019335,-5.343142,?,?,?,?,?,0,?,?,?
131,'2019/05/12 08:44:48:578',3,287.392914,357.874573,52.147331,352.110046,351.433929,67.720886,385.887756,354.425903,70.163193,419.562134,356.411987,68.478447,459.746735,357.70459,63.928719,0,0,262.164795,3.830395,7.973187,-5.394325,?,?,?,?,?,0,?,?,?
132,'2019/05/12 08:45:12:921',4,334.275421,211.427856,40.586952,342.617401,156.646149,38.641335,389.965546,142.266632,38.404682,442.478912,148.408844,41.822094,496.713715,163.737457,41.008934,0,0,160.689972,-162.155823,97.583588,-121.067818,?,?,?,?,?,2000,?,?,?
133,'2019/05/12 08:45:12:971',4,329.428223,210.694092,40.88414,324.98468,158.574005,38.903004,378.346832,141.537964,38.532974,430.822723,146.647827,42.098049,486.155731,161.112549,41.445316,0,0,169.311661,-171.250183,98.498741,-120.50647,?,?,?,?,?,2000,?,?,?
134,'2019/05/12 08:45:13:020',4,329.720917,209.650391,41.389881,321.893066,158.368713,39.771469,377.955688,140.590179,39.289082,430.728882,145.792938,42.805355,486.008545,160.266449,42.07325,0,0,170.766739,-167.755127,98.010239,-119.015587,?,?,?,?,?,2000,?,?,?
135,'2019/05/12 08:45:13:070',4,330.516724,212.087128,41.536579,317.918152,161.959625,40.160309,376.953918,142.970245,39.761757,429.919769,148.235779,43.24995,485.397583,162.465851,42.436874,0,0.01241,171.294891,-165.578415,96.922729,-114.975891,?,?,?,?,?,2000,?,?,?
136,'2019/05/12 08:45:13:121',4,330.736389,212.632141,41.551903,315.259216,163.280609,40.187294,376.038422,143.559998,39.820427,429.111542,148.741913,43.304169,484.712463,162.847351,42.474731,0,0.028954,171.453552,-165.093231,96.752701,-114.057556,?,?,?,?,?,2000,?,?,?
137,'2019/05/12 08:45:13:171',4,331.287811,213.013672,41.528957,313.12735,164.422668,40.235619,375.483917,144.028229,39.84771,428.685913,149.119965,43.326141,484.383026,163.132385,42.482166,0,0.04439,171.813828,-164.447144,96.675438,-113.514931,?,?,?,?,?,2000,?,?,?
138,'2019/05/12 08:45:13:220',4,332.108276,212.418121,41.442734,312.202454,164.475677,40.103798,376.021606,143.614594,39.600361,429.326233,148.602081,43.114269,485.003845,162.674133,42.297024,0,0.057038,171.835175,-165.126129,97.136131,-115.026215,?,?,?,?,?,2000,?,?,?
139,'2019/05/12 08:45:13:271',4,333.779816,214.258057,41.560379,312.274231,166.609497,40.598381,376.534821,145.283478,40.125248,430.16745,150.513367,43.640301,485.953156,164.374207,42.705841,0,0.063443,170.403442,-160.264374,95.551537,-109.63929,?,?,?,?,?,2000,?,?,?
140,'2019/05/12 08:45:13:321',4,334.100525,221.582489,42.191486,308.293304,174.542145,41.923763,371.635681,152.017517,41.738266,425.820587,157.281555,45.165707,482.365631,170.047333,43.991596,0,0.068265,169.442917,-138.934677,92.001541,-96.559372,?,?,?,?,?,2000,?,?,?
141,'2019/05/12 08:45:13:371',4,330.902588,210.718658,41.340233,305.088501,164.101196,40.046974,368.733337,141.883026,39.558025,422.193756,146.282928,43.364861,478.769714,159.547516,42.633438,0,0.0709,166.359726,-173.591858,96.703529,-111.713203,?,?,?,?,?,2000,?,?,?
142,'2019/05/12 08:45:13:421',4,332.008698,211.037201,41.33358,306.784424,164.451904,39.972427,370.788177,142.508636,39.445465,424.023682,147.211182,43.436852,480.409363,160.73407,42.758835,0,0.071914,161.966949,-177.320984,96.617928,-112.241798,?,?,?,?,?,2000,?,?,?
143,'2019/05/12 08:45:13:470',4,335.071381,213.975372,41.456963,311.183868,167.125183,40.390083,375.723358,145.501953,40.044804,428.52298,151.009705,44.153046,484.651825,164.796448,43.459438,0,0.072145,159.545883,176.418839,95.074135,-108.301193,?,?,?,?,?,2000,?,?,?
144,'2019/05/12 08:45:13:520',4,335.71817,214.853485,41.517864,312.193359,167.958557,40.492947,376.816071,146.376831,40.163261,429.589264,152.071686,44.303726,485.674103,165.895721,43.591843,0,0.071826,158.367584,175.251511,94.629776,-106.935677,?,?,?,?,?,2000,?,?,?
145,'2019/05/12 08:45:13:570',4,337.037476,215.94165,41.665272,314.882019,168.833557,40.844246,380.032349,147.587555,40.722065,432.164185,153.966248,44.974792,488.022461,168.056396,44.29845,0,0.071607,157.127548,158.831299,93.566444,-103.896156,?,?,?,?,?,2000,?,?,?
146,'2019/05/12 08:45:13:619',4,337.024048,215.449432,41.73317,316.216644,168.179749,40.855873,381.722351,147.188873,40.644882,433.908569,153.708008,44.909988,489.517365,168.045166,44.223835,0,0.069596,156.181519,163.917587,93.762558,-105.120613,?,?,?,?,?,2000,?,?,?
147,'2019/05/12 08:45:13:672',4,337.796448,214.723633,41.887154,320.273926,166.965912,41.216129,386.702423,146.668854,41.092236,438.401062,153.964386,45.399796,493.413025,168.874054,44.712242,0,0.064563,155.629959,155.395325,93.123413,-103.940926,?,?,?,?,?,2000,?,?,?
148,'2019/05/12 08:45:13:720',4,337.369232,214.887756,41.934849,320.635651,166.971527,41.329002,387.139008,146.723633,41.130787,439.050598,154.049072,45.410801,493.976746,169.012451,44.682304,0,0.061039,155.310318,162.323547,93.093147,-103.903748,?,?,?,?,?,2000,?,?,?
149,'2019/05/12 08:45:13:771',4,335.486237,216.665802,42.091148,317.076141,168.889282,41.530563,382.918243,147.995239,41.198349,435.58194,154.819214,45.399796,490.961792,169.285797,44.579384,0,0.060218,154.992966,176.779099,93.000877,-102.409935,?,?,?,?,?,2000,?,?,?
150,'2019/05/12 08:45:13:820',4,331.401886,221.5578,42.765491,306.485016,174.659149,42.522968,370.146851,151.906372,41.985306,424.560699,157.504578,45.969223,481.168823,170.426849,44.879616,0,0.067597,154.672485,-145.742004,91.805779,-96.064026,?,?,?,?,?,2000,?,?,?
151,'2019/05/12 08:45:13:871',4,325.320129,228.276764,43.454033,294.247192,181.831421,43.130791,352.200928,157.671753,42.624557,407.591766,161.557465,46.541687,465.882751,172.261749,45.334743,0,0.040604,151.210876,-123.090439,90.509651,-91.343666,?,?,?,?,?,2000,?,?,?
152,'2019/05/12 08:45:13:918',4,324.120789,230.206848,43.509666,292.692993,183.37146,43.40052,347.647247,159.343842,43.063828,402.837677,163.024902,47.045586,461.694244,172.975708,45.861137,0,0.020849,149.386917,-81.067154,89.338562,-88.364212,?,?,?,?,?,2000,?,?,?
153,'2019/05/12 08:45:13:970',4,334.921753,228.675079,43.426804,295.983398,182.477997,43.234634,347.15448,159.725311,42.942638,402.013031,163.323578,47.012123,461.092865,173.097443,45.906086,0,0.000883,146.369568,-49.212639,89.373672,-88.475288,?,?,?,?,?,2000,?,?,?
154,'2019/05/12 08:45:14:019',4,336.47229,229.26712,43.356983,295.94281,183.02179,43.489388,343.953491,160.790405,43.284378,398.82254,164.136902,47.374851,458.268646,173.340729,46.264256,0,0,144.483658,-13.66556,88.671005,-86.919899,?,?,?,?,?,2000,?,?,?
155,'2019/05/12 08:45:14:068',4,339.058563,229.59848,43.150867,298.348022,182.658539,43.500816,342.812134,161.499847,43.301292,397.61795,164.687164,47.422249,457.233032,173.669312,46.334137,0,0,141.443588,-3.808863,88.620842,-86.866188,?,?,?,?,?,2000,?,?,?
156,'2019/05/12 08:45:14:118',4,341.347595,231.969757,42.812843,301.215546,183.643311,43.269058,336.949341,164.341064,42.905869,392.137085,166.337921,47.080349,452.337646,174.379395,46.031223,0,0,134.388519,-4.787872,89.418976,-88.789902,?,?,?,?,?,2000,?,?,?
157,'2019/05/12 08:45:14:170',4,343.567596,232.673828,42.860344,305.268646,183.032776,43.214634,335.790955,165.364197,43.101646,391.251099,167.326874,47.358749,451.61438,175.085999,46.319134,0,0,123.50425,9.636559,88.707764,-87.360695,?,?,?,?,?,2000,?,?,?
158,'2019/05/12 08:45:14:218',4,346.189331,232.975464,42.882252,309.250427,182.286438,43.029575,336.217163,165.94455,43.275356,391.94043,167.992126,47.608124,452.38324,175.620972,46.575127,0,0,111.57579,12.387872,88.048759,-86.044785,?,?,?,?,?,2000,?,?,?
159,'2019/05/12 08:45:14:267',4,347.190552,233.269165,42.900269,310.272644,182.263214,43.034019,335.703674,166.429871,43.457829,391.541077,168.536011,47.853573,452.089325,175.994171,46.834015,0,0,106.984901,14.435803,87.452538,-84.895706,?,?,?,?,?,2000,?,?,?
160,'2019/05/12 08:45:14:317',4,347.678558,233.456604,42.922573,310.941681,182.248169,43.0452,335.57901,166.740784,43.607006,391.342468,168.99884,48.076042,451.958069,176.412872,47.09446,0,0,104.061035,18.546928,87.044342,-84.089928,?,?,?,?,?,2000,?,?,?
